Complexity_level,text
L-F,"ants are super strong, so they dig the hole quiqly even after it gets destroyed"
L-F,there may be thousands of ant holes
L-F,there are alot more then a thousand ant holes on earth more like BILLIONS of ant hills.
L-F,ants has recepters whitch could detect food or danger
L-F,"[ - I think worker ants do most of the work, the worker ants would be building the ant hill. I agree that the ant hills would be made out of dirt too.- ]"
L-F,The Need The Sun For Giving Them Nutriens
L-F,[ - is that they eat anamals that cant hert them that much- ]
L-F,"[ - Is, that the white and black catipiller is piosonous.- ]But some one else thinks there is another black and white catipiller in florida but I disagree."
L-F,[ - is that birds carry them over- ]
L-F,[ -wonce one gets in it lays eggs whitch makes more and one probibly crawled on the roo- ]
L-F,[ - is they might crall over the school like going on it and crall on to the roof to go in the courtYARD - ]
L-F,[ - is that if a predetor is close it will turn over to blend in- ]
L-F,[ - is it flips over- ]
L-F,looked like the start of a bee hive
L-F,"The trees get nutrious y the water feeding the roots, and the sun!"
L-F,"There can be a lot of different animals.[ - insects are anials too.- ] If insect are animals there is so many types of animals like grass hoppers,ants mousqutioand other different insects ."
L-F,They have sounds that they make!
L-F,A mousqutio is a arachnid so is a scopein and a spider.
L-F,"The animals and insects that live in the courtyard are mainly birds, bees, grasshoppers, ants and antholes, and possibly some arachnids."
L-F,the answer is the sun pushes the air on our body and they call it wind
L-F,"yes[ - is- ] yes during oter sesings in winter ther fur might white or oter colers"
L-F," the evidence of how moss is fuzzy"
L-F,well jack you see air you see it everywhere. and air s everthing. and plus air is the first thing that you see in the morning when you wake up!
L-F,so dark
L-F,"A dark green colour with a tint of yellow, like that of moss. Dark moss green colour: A pale grey is hgreen color, like that of lichen."
L-F,"a small flowerless green plant of the division Bryophyta, which comprises the mosses and liverworts."
L-F,mosquito bites can be so powerfull that they can crush blood vesls.
L-F,"know I know why mosquito bites itch so much.mosquitos are so annoying.the itchyness can last for so long when the real bit part is only a few seconds!!mosquitos."
L-F,the mosquito is just trying to get food
L-F,"[ - the mosquitos can spred a deathly illness though. So, if you see a moquito sucking out someone's blood, kill it.-]"
L-F,the bit ecan be deadly pisonis
L-F,Ant h hills are non living
L-F,Anthills are nonliving!
L-F,Beehives ar nonliving!
L-F,Beehives are nonliving. The bees just live in which does not make the Beehive living.
L-F,Ant hills are nonliving
L-F,Bees polinate flowers for other animals and us.
L-F,[ - is many apples rot because the weather is changing - ]
L-F,"Spores are carried by the wind. Then, it grows into moss."
L-F,I think you miss understand what spores are. Spores are kind of like the seeds for moss exept there‚re microscphic.
L-F,Ad a midrib is...........: Alarge strengthened vein along the midline of a leaf.
L-F,Moss spores spread onto certain things and they need sun and water to help them grow
L-F,Are all beehives edible
L-F,"I learned that there are over 22,000 different types of moss, but we mostly see here in ny fire moss and Ceratodon purpureus moss."
L-F,"[some trees are very slow and takes 20 to30 years, some reach to full size 10-15 years.it's growth depends on what type of tree it is."
L-F,I think spiders climb walls by gripping into cracks with their legs.
L-F,theere is millions of ants thats how
L-F,ant hills are made of dirt clay and some times pine nedles!!!
L-F,Ant hills can also be built out of sand.
L-F,[ - is that the enviormet is good here at this time .- ]
L-F,I dont think metal ever lived.
L-F,[ - Newly hatched eggs become slaves and only Queens can lay eggs.- ]
L-F,It's a seedless plant. It has spores.
L-F,Baby ants are light colored when they are babys and when they get older they get darker
L-F,I already know that queen ants are made by eating a spcific type of food-weet food!
L-F,"ants are a very light color when they hatch from the egg, but they grow darker as they get older."
L-F,ants love sweet things such as fruit.
L-F,there can be thousand of ants in one ant hill with ony one queen!
L-F,the queen ant lays all the eggs
L-F,They lay thousends of eggs a day.
L-F,ants eat fruity stuff like fruit and other stuff
L-F,[ - A Daddy long legs fangs are to short to bite people but there tails are have been so deadly with venom.- ]
L-F,Daddy long legs are OPILIONE not spiders.
L-F,Anthills can shelter thousands o ant
L-F,[ - is maybe that the male might become king of the ants- ]
L-F,"[ - There are over 12,000 kinds of ants. Males have wings. Females don't have wings and when the queen dies the colony falls apart.- ]"
L-F,Rhizoids are the super thin roots that hold the moss in place. They aren‚t very strong so you could pick it up without struggle.
L-F,Rhizoids attach the moss on whatever it's growing on.
L-F,[ - poison is used to scare predetors away or else the predotor will dye slowly- ]
L-F,[ - every living thing has energy- ]
L-F,When I watched a brain pop video I learned that seedless plants have spores. Spores are kind of like the seeds for seedless plant exept they‚re microscphic.
L-F,"[ - Moss grows and spreads called ""spores."" They're special reproductive cells that grow on moss. Since the spores are VERY light, the wind blows th spores away, creating more moss.- ]"
L-F,Moss can grow anywhere even on trees and rocks.
L-F,ants will also eat threr ownkind whe the die
L-F,Ants eat worms.
L-F,i found a video of a tree that grows 40 diffrent stone fruits the the way the man who made the tree was he got a branch from each fruit tree and put them together with plastic wrap and it took 3 years for the tree to grow and it growd all by itself
L-F,The raise of the sun are so powerful that even some of Jupiter.The raise feeds all of the producers and animals.
L-F,ants used ant hills for bad weather they alos used it for store food in ant hills.
L-F,i now have found ut that they also use co2 to make there sugar to.
L-F,i just found out they give off oxegen into the air which is what we breath in .
L-F,Some ants build there ant hills by weaving leaves togther
L-F,"A swarm of army ants can kill 100,000 insects,spiders and even small animals in a day"
L-F,"There is an ornamental grass called Feather Reed Grass(Calamagrostis acutiflora) and it is from 3 to 5 feet tall and it has a lot of flowers."
L-F,"There is a grass called Perennial Fountain GrassPennisetum alopecuroides"
L-F,[ - is that there are all kinds of diffrent cattipilers but there is only one kind that i know that is piosenes and it is white with black spikes and it is really cool iv seen one or two before and thoes are the most dangoures cattipilers that i know .- ]
L-F,Ants have been around Sens the Cretaceous period!
L-F,"Brydie, wolves do not live in the pine bush, they live in canada and the western Us"
L-F,you also need co2 for photosynthesis
L-F,I learned that there are different types of air poulltion can effect different people. Like in the video I saw ittold me that there are air types that are hazordus and can be very harmful.
L-F,Bryophyte is a moss
L-F,[ - mosses and ferns are eukaryotic which means they have nucleus.they also contain cell walls made of cellouse a fibrous and tough material- ]
L-F,"Anthony, mosquitos also kill the most people yearly out of any animal in the world."
L-F,a baby female ant eats special food and becomes a queen
L-F,they mix blobs of silk with water to make webs
L-F,Rivers are just lots of streams joined together.
L-F,"There are two types of fresh water, hard and soft. Hard water has lots of metals. Soft water has no minerals"
L-F,Soil and paper towel have some progress it's 12/7 and we hve some progress the others have nothing so far i hope next week on 12/10 there will be more progress
L-F,"[ - GrassHoppers are one of the most unic insectson the planet - ]"
L-F,[ - GrassHoppers really have sixlegs- ]
L-F,grass hopers have 6 legs check your work please thanx
L-F,Thats not how you spell Grasshoppers or info check this BILL thanks
L-F,[ - A Grasshoppers Thorax is really big- ]
L-F,"mosswith nearly10,000 species. Liverworts (Phylum Marchantiophyta) account for approximately6,000 species, and hornwort (Phylum Anthocerotophyta) species number about 200.BY: BRENNA STEPHENS"
L-F,"[ - When it's cold, Ants sleep through the winter. They can be frozen without harm. Ants also move their colonies deeper below the frost line. Ants also can sleep in logs and stumps.- ]"
L-F,"Titariomyrma gigantuem Size 6 cmMonomarium pharaonis Size 2 mm"
L-F,"Snowflakes form depend on the tempreture of the air.warmer: simple formcolder: complex form"
L-F,evaporation is water. water is steaming.
L-F,yeah africa is closer to equator
L-F,hey tyler a shorter word for water is H2O
L-F,yes thatsn right but some of the gose to the trees and dose not dry up and it stays under ground
L-F,"i know that one diffrense is that sugar drinks have stuff likecornsyrupnatral flavorslots of sugarlots of lactose."
L-F,"[ - The Water comes from graciers, lakes, groundwaters, swamps, and river.- ]"
L-F,Water scarcity happens when a place is too hot like Africa. The water evaporates more often.
L-F,"Some ways humans purify water are...*Boiling*Iodine*Filtration systems*Evapration traps"
L-F,"One way humans purify water is a filtration system, Another way humans could purify water is boiling the water."
L-F,[ - is that it has to do with chemestrey- ]
L-F,wow you can‚t we can clean it but making it is a [No] you can serch that ongoogle. But still.
L-F,"We know how to make water but its really hard and there are lots of complications.( google it )"
L-F,hey timy they already made a filter that can trancfer the salt out of salt water
L-F,Salva doesn't have the mateirials.
L-F,[ - is that we should build filters in big factories and transport water all around the world and check if the filters take out the salt in the water.- ]
L-F,"freshwater is water that humans need to survive,"
L-F,Water pollution is the contamination of bodies of water usually caused by humans. Water pollution happens when contaminants get into the water source.
L-F,because we cant servive without water!!!
L-F,I think in our group we should have put the tube inside the beaker and put tape around it more.
L-F,Fish have gills which help them breathe underwater.
L-F,"The water sikell is so in porentent for us as humens.and us with plastic is so bad for evey thing . straerRecycling. or we are going toRegretted.most of our water comes from our oceans. which are very dirty. There is stillnot much left for the animals and it will be very disgusting cuz I was little pieces of plastic."
L-F,my group put the coffee filters inside the cups and we put the carbin in it and poored the water in. It was clean but it was blue. Next time i would only put a little bit of the carbin and a little bit of the water.
L-F,the bule sand like stuff is the fertilizer
L-F,"Our groups plan was1. White filter2. White filter with Activated Carbon3. Brown Filter4.White fiterUnfourtunaly Our plan took out most of our Nitrates wre taken out but our Nitrate level was about 50 Nitrates so in that case our water was still unsafe to drink"
L-F,our groups desigened work we use white fiter then carbon and brown fiter. next time we wont pour too much dirt water in the carbon so it wont go on the table.
L-F,in class we had to filter water with a coffee filter and we learned that if you double the coffee filter over it will do better against the dirty water.
L-F,"To reflect on todays science expirement, I know that I should use carbon as the second step instead of the first."
L-F,so I think that our 3 part filter was good but we messed up on the actived carbon because we did not put in a filter so the water would just stay there
L-F,"When we made the filter we used the W.filter , A. carbon and then B. filter when we filterd the water it turned out clear."
L-F,"When I did the thing which you have to try to turn the dirty water into clean, it was kinda hard because my group sometimes fight, but we did it, but we thought we could use more of the active carbon but that made the water cloudy and dirty, it clean before we use all the active carbon."
L-F,[ - Soda can also weaken you teeth and bones. Water is good for you + water can hydrate you.- ]
L-F,YesterdayI puriefed water. First you do the white filter and then you do the A. carbon and after that you do the brown filter. That's how you get a really good score.
L-F,"During the filtering expriement we did, I learned that if we add to much A carbon, it turns the water all black and cloudy, in conclusion...don't put a lot of A carbon in the water to filter it. :)"
L-F,"When we first filtered our water it still had some bule in it from when it was dirty,but when I was cleaning up I realised that it looked cealer/it had no more color,My theory is that Filters work better over time."
L-F,today we tested how much toxin was in dirty water and there was so much of it! i will continue...
L-F,"[ - I learned was that with my group we saw way to filter wateruseing coffe filters! it was so fun because when where doing the project and I saw that we were all having fun in the processe. we also saw that we learned from our mistakes! we had clear water but we though that it coud be MORE clean so we added more carbon and the clear water with the left over dirty water, but it didn't turn out as planed. so thats all I have to tell you about my team project, I hope I tought you all something.- ]"
L-F,Good for salva he did what he wanted. He did what was wright for his people.
L-F,"My class and I finsh the bookA Long walk to water an it was really good.We should really build pipes around places where people cant get water"
L-F,Even if we get ground water we still have to filter it.
L-F,Mosquioes are the most different creature on the planet because its one of the only living creature carry diseases
L-F,i told you you have to do a 2 finger click when you do that you have to click the open link to new tab.
L-F,DID YOU KNOW THAT ANTS HAVE BEEN ON EARTH SENS DINASORS AND SURVIVED THE ICE AGE
L-F,[ - is that they NEED food to survive!!- ]
L-F," soil is a wonder and i've never heard of white soil. and anyway soil is used for many things like plants,chipmuncks and people."
L-F,"[ - is that most water are dirty in villages, and If we install filters in villages so they can be clean.- ]"
L-F,[ - is that if we find a way to filter saltwater it could help humans- ]
