Complexity_level,text
L-T,If you look at something that is blue all the colors are absorbed except blue and that is for every other color 
L-T,Light and materials A transparent object is a see through 
L-T,a translucent object is see through but a little burier 
L-T,An opaque object is not see through 
L-T,The law of reflection is if light hit s a mirror on a 90 degree angle and it goes back ons 90 degree angle 
L-T,Diffuse reflection is if you crumple tin foil the light goes all over the place 
L-T,A convex lens concentrates the light 
L-T,a concave lens spreads the light out 
L-T,the primary colors of light are red green and blue 
L-T,The secondary colors of light are Yellow magenta and cyan 
L-T,White light is made from the primary colors mixed 
L-T,If you shine light on a prism it makes a rainbow
L-T,Eye cones are cones in your eyes that help you see colors 
L-T,Northern lights are colored lights 
L-T,Transparent objects are objects that can not be seen through and are opaque 
L-T,Translucent objects are objects are you can see through but not perfectly 
L-T,An opaque object is a object that is sold and cannot be seen through 
L-T,The law of reflection is the angle of incidence equals the angle of reflection 
L-T,If you shine a light source on a crinkly piece of tinfoil the reflection goes every where and is called a diffuse reflection 
L-T,A concave lens goes in 
L-T,and a convex lens goes out 
L-T,Solar panels are panels used with light 
L-T,Photoluminescence is a animal that makes its own light 
L-T,Chemiluminescence is chemical made light 
L-T,fluorescence is things that glow like a glow sticks from a party 
L-T,Lasers are a really strong form of light 
L-X,"if worms have eyes my  theory is that they don't because 1 if they did the soil would get into their eyes unless their eyes had see through membranes on them to stop that but that would be to complex for worms
The second reason is that worms are too primitive to have  eyes
Thats why I think that they have a special sense that tells the worms if its light or dark through the heat when its light outside they feel heat and when its dark its cold
  "
L-X,worms don't have eyes because they have photo receptors we have those in our spectrophotometers sense the light so the worms can move The light patterns show the worms where to go Heat is in the light and the photo receptors also help them to sense heat 
L-X,is when you put litter in the compost bin you are littering because things in the compost get put in the soil so if you put your candy wrapper that came from the house down the street last Halloween the wrapper will get put in the soil and there it will stay you probably do not care cause your probably enjoying the candy cause compost is banana peels or apple cores that have the left over nutrients in it that go in the soil also they do not hire people to sort through the compost so maybe you should read the sign that goes over the bin saying  COMPOST recycling AND LITTER and after you eat an apple core it can be used in a different way   
L-X,is that rocks get chopped up by feet and other rocks which are rolled over to the other rocks  over time they are chopped into smaller pieces of rock And that repeats until they are tiny pieces Then it rains which makes it nice and moist Then the sun dries it up a little bit You do not want it too dry Then it needs a little air Worms fertilize it And now we have soil soil does not come from any particular place 
L-X,is that soil is made out of rocks that get turned into sand then you maybe take a little bit of grounded up wood You take a little water then a little sunshine and there is your soil   
L-X,is because we have a sense of up and down worms have a sense of light and dark Like when we have been in the dark for a long time when you come out even when your eyes are closed you can still feel the light 
L-X,is that it is rolled over and crushed rock and it needs compost to stay healthy because the compost dissolves and its nutrients does not so it goes in the soil 
L-X,"is that worms have a six sense which is electro
charge sensory This specific sense is the same one that Platypus use to catch its food The way this sense works is every single object on earth has electro charges bouncing off it so when the worm comes it feels the charges so it does not bump into it Since there are so many roots underground this sense comes in handy under there Only certain animals have a six sense like Platypus Worms and many more animals have a six sense  "
L-X,is that Algae isn't exactly Fungi because Algae is a under water Aqua plant And Fungi is known not to be a plant but to be something completely different It has its own kingdom In fact Fungi id closer to a animal then a plant I think that Algae is NOT connected to fungi but is connected to plants my theory is that there are different kinds of under water Fungi and maybe Algae is connected to THAT type of Fungi truly E 
L-X,is that fungus feeds the trees that DO Give us air and in that way it helps us have oxygen and air And that relates to how we breath out Carbondale and the trees need that to make air for us and  we keep the trees doing that process and the routine that helps us live So thats like we are trees to them because we give them their air and they give us our air by their air that we give them 
L-T,I do not think so because Ive touch a tree that has fungus on it it did not come on to me 
L-T,fungus etch dead thing not grow on them
L-T,fungi and fungus is piratically the same thing   because fungi etch what eve its on sow does fungus but mi us geeing
L-T,I think so to I ha seen mold on blue sees 
L-T,is that fungus mushrooms give trees minerals and the tree gives the fungi mushrooms sugar 
L-T, I think that it takes a week or more for fungi to spread I think that fungi spreads to eat and to get energy
L-T, I think that fungus is basically mold because they look the same  there both the same ripe
L-T,I think fungus is a related to mold  like there in the same family there in a family
L-T, I disagree fungi is related to mold they look the same and there in the same family
L-T,how does fungi help the planet I think it helps the trees grow
L-X,"Comets, trans-Neptunian objects, or water-rich meteoroids callled protoplanetsfrom the outer reaches of the asteroid belt colliding with Earthmay have brought water to the world's oceans."
L-X,I think what would happen is it could/would dmage your teeth and youcould get diabetes like Erica said. You may not be able to survive. It may be like drinking saltwater instead of regular water. You can't survive if you just drink saltwater.
L-X,Africa's water dries up more quickly because they are closer to the equator.
L-X,[ - is there might have been nutrients on the bery so that must be why- ]
L-X,Inoticed that after the leaves change color the enregy is no longer getting produced so that could be a reason they fall off.
L-X,It might be because they don't have the resources.
L-X,"I think it's because there is not a lot of bodies of water,and they have a lot of 3rd world countries that can not afford wells."
L-X,I have a new theroy about how ants build their houses. I think they could possibaly push sand/mud/dirt to were they want the anthills.
L-X,[ - is that I usually see moss on the dark areas of trees. So I am thinking it forms on dark areas. I also think it forms when its dewy and wet.- ]
L-X,I noticed that maybe only some trees have moss growing to the north maybe like a compass moss will grow to the north because there is something there what is that something
L-X,[ - is that they are poisonis because they eat stuff that makes them poison is- ]
L-X,[ - is that a bird or animal flys over and drops it into the courtyard and then lays eggs that make more spider which make more and more and more until they go exsticked or the eco system dies.- ]
L-X,"Some flowers are very sweet-smelling, and they originally grew thorns to protect themselves from animals that may try to eat them. So my theory is that they they may have been for protection, like you said."
L-X,"there are diffrent types of moss such asiron moss wich will only grow on thigs with heavy amounts of iron on it[ - is that the moss only sticks to certain things- ]your friend Sienna (:"
L-X,"I learned tha there are over 12,000 types of ants. Also they are soical insects witch mean they move in larage groups."
L-X,"no, because metal is not madde out of anything living."
L-X,"Serena:an egg is clear then it turns white when it is older then the baby is clear and gets its coloRS when it's olderCamryn a baby is clear till it gets older than they turn a dark brown"
L-X,[ - is I know that moss has very tiny thin roots I think because when i pick up moss I can't even see the roots of the moss- ]
L-X,[ - if you need any ideas dont water the ants. Ants could die if waters hits ants. build just a few ant hills. Because thousands of ants live in one ant hill
L-X,if an ant eats the right kind of food it can become a queen ant!
L-X,[ - All ants have different jobs.As they grow they get darker.Ants go faster since they have tiny legs.there can be a thousands of ants in a anthill. If a ant get feed the right things they can be a queen.- ]
L-X,"[ - is that an Anthill is prepared by worker ants that are strong. (Like not ants that are just born)- ][ - Is that the Queen ant could get a part of a different colony who the queen says in Ant Language could say ""Build me an Anthill!""]"
L-X,[ - is that they go down deep so preditors will not eat them- ]
L-X,"Maybe The Ant That Eats the right food will not be the king because it dosen't lay babies.But it can lead the other ants to find another group with a queen!"
L-X,"[ - is over time, I think that the stem of the apple gets weaker and weaker, and sometimes the wind might blow the apple off the tree and probably some animals nock them off too.- ]"
L-X,flamingos are born gray but they eat a type of plant and a type of mineral in the plant turns the flamigo pink. it should be the same with ants
L-X,"If baby ants eat the right food they can turn into the queen."
L-X,[ - You can tell how old a tree is if you cut it open a bit you see circles 1 circle for every year- ]
L-X,another reason why living things need energy is because if you don‚t eat you can starve and cannot live
L-X,Apples fall because of gravity. The apple falls when it gets ripe. Once it is ripe it gets weak around the stem and the gravity pulls it down to the ground
L-X,In the daytime the hot air comes from the river and than it goes up in the air and than the cold air replaces it. In the courtyard when its about to be winter the nights are cold but in the summer the nights are worm by the ways the air cycle in the daytie is the opposite of the air cycle in the nightime.
L-X,"Toads can burrow if there is a predotor or a emergency, maybe thats where toads go when its winter, under ground."
L-X,"[ - Is if a venomous or poisonous animal eats another venomous or poisonous animal, some will survive, and some will maybe die. some animals eat venomous or poisonous animal as a food sourse, but maybe another animal can't survive it.- ]"
L-X,"[ - Peat is formed by decaying moss and plants. This is important because peat is a fuel. It can be used for fertilizer, burn for fuel, and eventually, it becomes coal.- ]"
L-X,"[ - is that jaguars don't really eat chimpanzees, and that people from africa don't kill and eat jaguars... but I think that chimpanzees might eat ants. Good work overall.- ]"
L-X,noah another term is apex prdetor Wich means top of the food web
L-X,"[ - I learned is that abiotic means decomposition by a chemical process, and that biotic means decomposition of living orgonisms.- ]"
L-X,some countries don't have the water they need because the dont have the equipment to filter and distribute it to more people.
L-X,some countries also don't have much water because of a drout or of a water shortage from a war or hot weather.
L-X,They should filter the water if its dirty so it's healthy or add pipes around so it's not as hard to get water
L-X,"I know that the earth will always have about the same amount of water, But we can make water dirty so we can't use it again until we purify it. In Africa one of the main water sources is lake chad, but it has been shrinking. here is a link to a picture of lake chads water supply.https://docs.google.com/document/d/1_kg6WlPN_ueP2yRuoBxnZLFXPB07KR4BgQ4Fs8icgcU/edit (Link->https://docs.google.com/document/d/1_kg6WlPN_ueP2yRuoBxnZLFXPB07KR4BgQ4Fs8icgcU/edit)"
L-X,"If we put 2/3 hydrogen and 1/3 oxygen in a container, then we might turn out with water. If we can get a big chunk of a glacier, then we can melt it and give more water to countries in need."
L-X,"Water scarcity has been happening in the book "" long walk to water"", because in 2008 Nyla has to walk the whole morning to get water."
L-X,"One way to get fresh water is to melt glaciers into water. I know this because if you melt snow or ice, it becomes water."
L-X,"[ - I know that people need clean water in order to stay nice and healthy. Otherwise, if people drink dirty water, people is going to be sick or pass away.- ]"
L-X,"The fruit would need water,I think it would have water in it,and if it has added sugar or sweetner that would need water to,so I don't think so. Plus water is better for you."
L-X,No because water does not carry sugar. Juice carry's a ton of sugar and its not that healthy.
L-X,The reason why we need water is because we wont be able to servive. Water is more important than food because food just helps your stomach. Water keeps you alive and water keeps all the animals and plants alive too.
L-X,"Water is much more healthier than soda. I know this because soda has a lot of sugar in it, But water doesn't have sugar."
L-X,Many people cannot get to water because of water scarcity. I think water scarcity is when people can't get water. I think that also most people don't know how to get water because they don't have the proper education. Like how Nya didn't know how to get water from under the ground because she did not know.
L-X,[ - is that there is oil on the poison ivy that makes you ich and there is alot of diffrent ways it can get in any were at any time at any place .- ]
L-X,[ -Moss does not only grow on the north side of trees. Moss grows on the north side of trees if the tree lives in the northern hemisphere. the reason for this because the sun hits the north side of trees so water evaporates. So moss grows. if the tree lives in the southern hemisphere. it grows on the south side. - ]
L-X,the female moquitos spit on your skin to num up your skin were it smells/looks sweeet and suger filled and then they put their sharp nose in your skin and find a blood vesel and suck out your blood.
L-X,[ - I think ant hills are living because the are in are ecosystem and they are ecsposed to air to live- ]
L-X,[ - Is that air works to clean up are ecostyem by blowing dead leaves away or to barry it - ]
L-X,"[ - is if you crush a seed and give it water, soil and sun it will grow- ]"
L-X,Maybe small animals like ants for a nest or a birdwhen the moss is on the tree the bird might use it for it's nest.
L-X,[ - is that the moss might have got stuck on the brick somehow and there might have some water on it that might keep it sticking if you look in google how it gets stuck on the brick and gets nutrients from it might help - ]
L-X,"Most likely, it would not grow. Just because that the roots are what START the process for the tree to grow.[ - mostly, is that the tree will not grow anymore, but will still live... Unless you cut it or it falls.- ]"
L-X,[ - is that maybe the berries are a source of food to the stink bugs and that's why they were all over the berries.- ]
L-X,My theroy is that white soil interacts with the plants the same as brown/regular does because I have observed NO CHANGE between either white soil or regular/brown soil. My hypothisis is that they are just diffrent colors and I do not think that that change makes a diffrence of how they grow.
L-X,"what evidence do we have to prove why we need air and why fish don't.Fish might have some kind part in their body to help them survive in water with no air.It might be the gills or maybe their heart has some kind of organ that gives them air"
L-X,"My theory is you can feel the sun on you even if it_ far away because the rays give off a whole lot of energy, the sun reflects on a cloud and a cloud shoots to the ground like a mirror"
L-X,"Again I didnt say that humans should start making water. and ocean water has salt in it if we drink too much humans will die. thats what some people are trying to figure out, how to get salt out of the salt water. but your obviously not listening.(I know google dosnt know everything I said find a website)"
L-X,"1.usually trees i see outside are like picture one.iwent outside and saw different tree that looked like picture two2.old trees have different barks may be because when they get old they have wrikles like old people's skin. young trees have no wrinkles like young people."
L-X,[ - my theory is that ants find the hills and just put hole and the top the dont build the hills- ]
L-X,[ - it is probably damp there to because it is dark and that stops the sun from drying it so maybe it grows in dark and damp places - ]
L-X,"i predict that the moss on the ground will keep growing if it gets water and sun or else it will die .[ - is that the cold weather and the rain will keep it alive . Or the rain will sit there and the cold will freeze it- ]"
L-X,The freezing and cold tempretures will kill the moss. and the rain will help it grow.
L-X,I can add on to that because when weather puts the pressure on the matter it can make it transfer into a different shape or fall apart like if there was a Tsunami the waves are so strong that they can make houses and buildings fall apart and it can squish cars and make them flat or put them into a different shape or like when you pour water into a cup it takes the form of the cup.
L-X,"I also think that the moss grows to the north, because the north is colder and moss usually grows in cool and wet conditions."
L-X,"I was wondering in the winter when tree leafs change color and fall I was wondering if poison ivy did that too.Because poison ivy is A leaf as well but maybe the poison in the poison ivy makes it stay alive in the winter but I'm not so sure"
L-X,In Photosynethesis the plant will use energy from the sunlight to convert carbon dioxide from the atmosphere into simple sugars. A plant needs water and sunlight for food.
L-X,[ - of why the stinkbugs are not moving when they are on the berries is maybe they want it as their source of food and the stinkbugs don't want the other stinkbugs getting over the berries. Also maybe since it's getting colder the stinkbugs want to get as much food as they can because it will be a lot colder and the stinkbugs will lose their sources of food.- ]
L-X,Some caterpillars like monarchs eat milkweed leaves so that they can scare there predators off and so they dont get eaten
L-X,the bettle has a brown side for camiflouge and the green side is for that if camiflouge fails it can turn around to show the brigh green side to try to scare away the preadator
L-X,"I think that the weather is making the apples fall down beacause the wind is putting preser on the apple.[ - is that when the apples fall down they rot because they don't get the nuterents they need- ][ - that the applesare like people if the don't get there nutrents they get sick.- ]"
L-X,"I Can Add On To That Beacuse When The Weather Is Putting The Pressure On To The Apple And Making It Fall Off The Tree Its Like When Someone Were To Push You Off The Edge Of A Pool, The Pressure Of The Person Pushing You Is Putting Impact On Your Boby And Therefore Making You Fall Into The Pool. Also I Agree With You Saying That If A Person Were Sick Its Like An Apple Slowly Rotting Because It Dosn't Have The Nutrients To Grow Off Of."
L-X,first apple trees need sun light to grow and the rain then it keeps growing and growing untill it becomes a big apple tree with tasty apples on it
L-X,when they fall of the tree than they cant grow any more like a human when a human eats and than grows and you grow till you cant grow any more than advetually die so thats the same with apples
L-X,"The apple rots because the enrgery from the tree put it into the apple when it was on the tree and when said apple fell off of the tree,it didn't get any more ""food"" from the tree so it will rot and die then posibly get eaten."
L-X,When the apple falls from the tree it gets a bruise then the decomposers build o to the bruise and takes the energy from the apple then the apple rots
L-X,it interacts with humans because if it is contagous than it can spred around if you tuch it.
L-X,I think once the ivy interacts with the skin it will infect the outside layer of skin and the Interaction will cause an infection from bolth the ivy and the skin and that will create the rash. :)
L-X,"[ - Is i think if you wanna see if it is a living. It has to grow somthing and need water to live..- ][ -A non living thing does not need water to survive.- ]"
L-X,"[ - If animals live in our school cuortyard and i think animals do live in the court yard because there are alot of holes in one of the trees- ][ - if animals live in the courtyard- ]"
L-X,in other cases there would be making it moss because i just realized that moss cant grow seeds but plants can
L-X,They make it so bees can live in them!
L-X,"All moss needs to haveSPORES to live causethat is how water and air gets into the Mossor the plant"
L-X,[ - is that spiders can climb up walls because they shoot a spider web up and climb it and the web is sticky-]
L-X,[ - is that they still could live because they would still have a lot of their legs and most likely 2 legs would not through them of ballance- ]
L-X,[ - is the spider might still live for ages because a spider needs equal legs- ]
L-X,[ - is that it will still live but it cant do thing as fast it will walk way slower and it may die because it cant get to food on time.- ]
L-X,"I agree with you, because trees and plants can not live with out chlorophyll."
L-X,"<blockquote>I learned that the food chain is what connects animals.[ - is that the food chain is in regions because pandas are only in Asia so something in antarica can't eat it.[ - I have is that somehing in both places can connect them. Mabey something that live in one place gets eaten by something tat lives there and in another place and that animal gets eaten by anther animal.- ]- ]</blockquote>"
L-X,"[ - Seeds are living matter.Because Seeds in apples are like unborn children they dont grow but when they get the right treatment they grow into a huge apple tree.- ]"
L-X,Moss will grow better in damper places because it takes in all the water in the air.
L-X,"Poison in poison ivy, poison oak, and poison sumac is called urushiol and it is used to protect the plant. NEVER burn the plant, because if the urushiol gets in the air and you breathe it in, it will most likely kill you."
L-X,They give plants energy and animals eat that plant so they get energy and so on.
L-X,[ - Moss grows on the north side of trees because water evaporates on the north side of the tree.In the southern hemisphere water evaporates on the south side of trees.- ]
L-X,energy can come from the sun and fossil fules and the suns energy is the main source of life like the plants convert it into food for them. and then an anamail comes along and eats the plant and absobs the energy.
L-X,"I think that there is nutrients in thing animals eat that give them energy, if they can't get energy they might be a canirvor if it's a plant because they can't convert those nutrients"
L-X,the energy is still being produced because if it stoped the tree would die. the leaves are probably are getting weak and dry because the cold.
L-X,"[ - is that maybe plants make food. The roots also need air so they can get nutrients and Plants need air. They use the carbon dioxide in the air for water because there is 1% of water in air. It is called photosynthesis. (some info from google.)- ]"
L-X,[ - is that if moss dies out then it will create a problem wave in the ecosydom many animals will die and plants will to because it provides water on those hot days when there is no water- ]
L-X,"[ - The sun provides humankind with light and heat to create new earth habitate. It also provides plants to grow to help the food chain. Sunlight also helps with weather, which weather helps ecosystems too. Sunlight can cause droughts when there is less rain and intense rain.- ]"
L-X,leaves absorbe the sun light and water and creates the suger that it uses to live .
L-X,The plant also uses water from rain and carbon for the process to work for the gluocose like a cooking recipe
L-X,Photosynthesis is the process by which green plants and some other organisms use sunlight to create foods from carbon dioxide and water.
L-X,"Anthony, female mosquitos are the only mosquitos that drink blood, because they need nutrients for their eggs. male mosquitos are harmless and instead eat nectar"
L-X,"[ - Almost every ecosystem needs soil for their environment. Soil is a massive help towards growing plants and being homes towards many insects. Without soil, plants wouldn't grow and the food web would go wack without all the producers/plants. - ]"
L-X,"A species is a group of organisms that are so alike they classify as a group,to be a type of species the organisms have to be able to reproduce for example a Mule is not a species because it is not able to reproduce."
L-X,"When a tardigrade is dry up it starts to synthesize special molecules which fill the tardigrades cells to replace lost water by forming a matrix,A matrix is like a net the marix keeps cells from the tardigrade from moving or combining"
L-X,"Most animals need water to survive, water allows metabolism occur which is the process that drives all the biochemical reaction that take places in cells"
L-X,"[ - That plants don't have energy in them, they have nutrients and ogranisoms that eat them that eat plants get the nutrients into energy to move and do other stuff animals that don't,don't get the energy- ]"
L-X,[ - (Moss) seedless (spores) the wind carriess the spores throw the air and if it is in the right codistion then it will land on ground and it will grow the plant called moss- ]
L-X,spiders eat insects and get eaten by birds and fish so spiders are first level predators but not apex predators
L-X,"Decomposersbreak down the remains of dead plants and animals and, in doing so, releasecarbon dioxidethrough respiration."
L-X,abiotic and biotic are other words for non-living and living.
L-X,[ - Just think about how much water we actually have in this world compared to the salt water. Salt water is poisen thats why we sweat salt water and pee salt water. This is also why your pee is yellow. If its clear then you need to drink water.- ]
L-X,Moss only grows on the northern side of tress if the tree lives in the northern hemisphere.If the tree lives in the southern hemisphere the moss grows on the southern side of trees
L-X,All plants usesunlightto make food (sugars) in a process called photosynthesis
L-X,Air+water+sunlight=wind water makes clouds and if you add too much wind you'll make a thunderstorm or atornado
L-X,"carbon is everything, without carbon there would be no universe"
L-X,"[ - is- ] toads do not go undergrond because they do not go undergrondthey go into a state of hibernation, and somecanbe exposed to temperatures below freezing. Aquatic"
L-X,[ -When ants die the other ants leave it alone but after two days they carry it to the ant graveyard. They do this because after two days it starts to smell which gives signals to the ants that it is dead.
L-X,when they dig the ants push dirt out to make tunnles witch makes a ant hill like when you dig with a tunnle
L-X,"[ - Almost every ecosystem needs water, to grow its enviornment and its whole species. Every animal needs water, plants need it in order to grow too. Without plants in the food chain, it would go wack, making a species over populated and then go extinct. - ]"
L-X,"a plant can grow without real sunlight but if you dont have real sunlight it has to grow withartificial sunlight (lamp,light,night light) but a plant can not grow without sunlight"
L-X,apples fall off the trees in winter because they get weak.
L-X,i just found out that the plants take in co2 and let out oxegen which is what we breath in.
L-X,Atoms are small particles (building blocks) that are everywhere. They are made up of a central dense nucleus which is surrounded by one or some more lightweight negativity charged particles that are called electrons.
L-X,"There is soething called the water table, It is under all the soil. its at the way bottem. Do you know what satured means? Grab a spunge and dip it in a bowl of water, Squeez it and all the water will spill out. if a drop of rain drops on to the soil or durt, The drop of water will evaporate into the air. When water squirts out of the soil/durt its calld a spring just like in tuck everlasting."
L-X,[ - Do you know energy carries all the time.right now energy is being carried from a plant to little animal to big animal back to little animal to soil and it repeats agian and again.- ]
L-X,"[ - is most likely that water doesn't have a lot of flavor (like ingredients), and Soda (let's say, Dr. Pepper) has like a Caramel Color or like Caffiene (idk how to spell it) so that is how.- ]"
L-X,I know that 2 hydrogen atoms and 1 oxygen atom also known as h2o. So if we combine those I think we might get water.
L-X,I think moss forms in dark areas because it grows on dark spot on trees
L-X,the sun will allways be a mystriye because nobody has even gotten anywhere near the sun without dieing
L-X,"Photosynthesis is the process used by plants, algae and certain bacteria to harness energy from sunlight and turn it into chemical energy. Here, we describe the general principles of photosynthesis and highlight how scientists are studying this natural process to help develop clean fuels and sources of renewable energy."
L-X,Before the BTB was blue because it had no carbon dioxide. Once we blew human air into it it turned green because human air has C02 . when we put a plant into the BTB it turned green because plants take in carbon dioxide and the plant took in the carbon dioxide and made it turn back to blue.
L-X,"[ - that we found was that articles and videos might not be true.Which is why we need to do experiments. In the experiment we found out that the tounge is not made up with separterate taste buds in separterate areas. We found this out by taking Q-tips and dip it in 4 different subtunces sour (lemon Juice) Sugar,Salt and bitter (Coffee). Shown a diagram of different parts of the tounge and have to put the dipped in Q-tip on the part.You have to log it on a paper if you can taste it or not. In the end we shared our results and made a conclusion that the tounge is not made up of seperterate taste buds which means that not all article/videos aren‚t always true. - ]"
L-X,I used to think that the air moves by itself now I know that the sun makes the air move and that the sun has to be in a certain area to push the wind it's the low pressure system as the warm air rises it cools of and eventually sinks back down the system is like a big engine taking in air all around it. That gets you a lot of moving air
L-X,"I used to think that not alot of insects can live in moss because moss insects are pretty big like a big ant, but thereês a insect called a tardigrade, a tardigrade is a insect that lives in or around moss, so if a tardigrade can live in moss, that mean other insects can live or can they because a tardigrade is microscopic so thereês a lot of space for the tardigrade, now i think that moss canêt really provide a home or insects because a ant lives underground, so if ants lives on moss, when it rain the rain will wash the ants away."
L-X,"Mosquitoes are part of the food web is because they get eaten by spiders,dragon flies and more. they are cosumers because they eat plants and obsorb the energy.But they get eaten by the animals thet I mentioned."
L-X,"Like I said already in ""More about Moss"".Moss may grow only on a north side of a tree if that's the shadiest location as the sun tracks the sky. If there is something else providing shade (or moisture), the moss will grow in those places just as well."
L-X,"[ - bryophytes are actually a seedless plants. they do not need seed pollenaters or photosynthesis to grow. moss, liverworts and hornworts or all types of seedless plants. usally they live in wet and dewy habitats. this is how they grow.: A moss gives out seeds called spores that travel inair and lands onsome surface. the seed that lands on a surface will soon grow into a moss.- ]"
L-X,"wait hailey I think you are right but the spores are not only for the wind they are also for the moss to grow let me explain it to you:As part of the first plant family to colonize Earth, the soft beds of mosses that now grace mountain streams and woodlands may have shaped our planetês history.Primitive mosses, similar to the hundreds of moss species found in Appalachia, might have triggered two cool periods around 455 million years ago, according to a recent study. Published earlier this year in Nature Geoscience, the study suggests that early mosses clinging to prehistoric rocks sped up the weathering of certain minerals from those rocks. The release of these minerals accelerated the pace of carbon sequestration, leading to cooler temperatures that paved the way for further plant and animal evolution."
L-X,"All birds have feathers for different reasons. like the penguins have feathers to keep warm,chickens have feathers because they also need to keep warm, they also need them to flutter up to places only a few feet above the ground, turkeys need feathers also to flutter up to places and to keep warm. and penguins have a thick layer of blubber under their feathers to keep warm in the extreme cold"
L-X,"I,ve Learned That All Living Things Are Linked Together By What They Eat. For Example, Say If There Were No More Shrimp The Amount Animals That Eat The Shrimp Will Start To Decrease And It Would Just Keep On Decreasing. Also Did You Know That The Food Web Can Contain Lost And Lots Of Animals In It? The Food Web Has Three Main Elements. Producers, Consumers, And Decomposers. Producers Are Plants, They Make Their Own Food Out Of The Sun, (Also Known As Photosynthasis.) The Producers Are Mostly At The Bottom Of The Food Chain. Consumers Can't Make Their Own Food So They Eat The Producers. Primary Consumers Are Herbavors, Secondary Consumers Are Carnivors, And Some Consumers Are Omnivors. (Also There Are Parasite Cosumers!) Decomposers Are Mostly Bacteria. They Help To Brake Down Dead Animals Or Dead Plants Or Any Of Those Dead Things."
L-X,"[that i have found is the leaves are green beacause of chorophyll. Chorophyll is green it absorbs the sunlight and water the help to make sugar for the tree.Plants use chorophyll to make food also. Leaves have things inside them called pigments which are colored red,yellow,orange and also, purple.You can't see them because during the summer there is so much chorophyll it overrides it. but during the fall there is less sunlight and the chorophyll slowly starts to fade and thats why the leaves change color.]"
L-X,"decomposers and sravengers that break down the dead plants and animals . They also break down the waste [scat] of other organisms . Decomposers are very important to any ecosystem . If they weren't in the ecosystem ,the plants would not get the essential nutrients ,and then the dead matter and waste would pile up.source:can't remember the title of the artical"
L-X,"[ -- adhityablack ants live in colonies and anthills .black ants are mostly nice but not so aggressive like red ants and red and black ants mostly bite alot it causes a infection.Fire antsare omnivorous. Known toeatmeats, greasy and sweet materials.Fire antsare omnnivores, meaning they will feed on animal or vegetable sources offood. Thefireant worker's diet includes insects, earthworms, ticks, spiders, arthropod eggs, honeydew and other sweets.this picture here is a leaf cutter antThe ant is a very successful member of the insect group and has always been a topic of interest due to its complex colony. A profile on the ant explains the complexity of the ant colony and why it is often referred . The size and distribution of ant populations is presented along with information on the ant's senses and a detailed description of the ant's life cycle. Information on the ant's antennae is included as well as information on the ant's strength, walking paths, and social behavior.Image -> https://kf6.rit.albany.edu//attachments/5b87586745b8a02554df72de/5bdc50785182ad5cff2b5c0c/1/blob(Link->https://www.mnn.com/earth-matters/animals/blogs/crazy-facts-leaf-cutter-ants)Ant - Wikipedia (Link->https://en.wikipedia.org/wiki/Ant)click on the ant wikipedia to learn some more"
L-X,I learned that at first I thought that moss did not have any roots but now I found out that moss actually moss has tiny small roots and that moss is eukaryotic meaning their cells have nucleus that also contain cell wall called cellulose there also autotrophic which means they make their own food they also carry a photosynthesis witch makes carbon carbon dioxide into sugar. In order for moss to grow in other places there has to be other moss to send around spores. If it lands somewhere with the right temperature than it can grow correctly seedless plants are separated into different groups Vascular and nonvascular vascular have canals that carry water throughout their body. Nonvascular plants or bryophytes instead of collecting water from there roots they collect water though there thin cell walls they donêt grow more than a few centimeters tall. Thin rootlike rhizoids holds the plants down and also absorb water from the ground. You will find bryophytes all around the world mostly in rain forests and ponds and streams. Mosses are the most common bryophytes clumped in layers on tree trunks the ground or even rocks. Moss and liverworts were the first plants to live harsh places.
L-X,"Not all plants have flowers or seeds. Ferns and mosses are plants, but they produce spores. Fungi or mushrooms also make spores, but they are not plants. Spores on ferns develop under the leaves. They look like brown spots, but you will need a microscope to see them. Each type of fern has spores of a different shape. Some plants reproduce without seeds or spores in a kind of cloning. Cutting, grafting, or bulbs can be used to grow new plants."
L-X,"so what i learned is that photosnthesis is light tht comes from the sun and rain water and then it mixes it to gether and then creates this suger. but its not the suger thats in coockies, its a natrule suger. ill post a pickture about it."
L-X,"Photosynthiesis is where a plant turns energy from the sun into glucose for food. Meanwhile the roots suck up water and take in carbon dioxide, andreleases air as a waste product."
L-X,"Photosynthesis occurs when a plant soaks up water through its roots, absorbs carbon dioxide (Co2) through openings in the leaves called stomata, and stores energy from sunlight as chemical energy. The water travels up the plant's stem through a transport tissue calledxylem. The water and Co2 spread through the leaves into cells calledthe palisades and the spongy cells. The cells are filled with structures called chloroplasts, which contain a green pigment called chlorophyll. Chlorophyll splits the water into molecules of hydrogen and oxygen atoms. The sunlight chemical energy is used to create glucose from the hydrogen and carbon dioxide. The glucose dissolves into extra water molecules, and gives the plant an extra boost of energy that it needs to grow. The plant gives off the oxygen atoms as a waste product."
L-X,"the food chain of the ants start with ants getting birth,then they eat ,then the chimpanzees eat the ants with their tools like sticks.then here comes a big predator called a jaguar then it eats the chimpanzee then here comes the the humans in africa eat the jaguar and leave it on the ground then it decomposes then it goes all over again"
L-X,"[ - Decomposition works when organic substances break down non-living, more simple organic matter (foxes, deers, etc.). This process helps ecosystems by turning organic matter into enerygy for other plants to grow in (Soil). Fungi, bacteria and insects are the ones who do this process, they're called decomposers.- ]"
