all_type,text
L-I,Lasers are a very very strong source of light they are so hot that they can cut through metal bars with ease diamond sellers cut Simmonds which is one of the hardest substances on earth  
L-I,Transparent means full SE through so nontransparent means opaque non SEe through 
L-I,Aura Borealis commonly none as the northern lights are a form of colored light is usual found in the north pole but it can go south like to France or Italy The natives feared them because they thought they were evil things 
L-I,Photoluminescence is when an animal makes it one light FACT over 70 of the worlds deep sea fish are photoluminescence fireflies are also photoluminescence 
L-I,photoluminescence is when creatures in small dark places can make them selfs viable for example fire flies have photoluminescence and their is this kind of fish that has a little light on its head 
L-I,those are the colors of your eye cones What I mean by your eye cones is you have eye cones is that you have cones in your eyes that are shaped like ice cream cones by mixing them you get the Secondary colors 
L-I,The Secondary colors of light are made by mixing the Primary colors of light here are the Secondary colors of light  Yellow Magenta and Cyan here is how their made  
L-I,the Northern lights are branches of colored light in the sky you can only see them in the north pole but some times you can see them in muskox in the winter 
L-I,A transparent object is something you can see though like Stephanie light can go right though it 
L-I,A translucent object is some thing that you can kind of see though like paper paper is sort of dark sort of light  
L-I,When you have two light sources facing on one thing and there turned on you see two shadows And the same thing happens when you have three light sources are there but three shadows appear 
L-I,If you add light to a prism it should change the white light into the colors of the rainbow Red Orange Yellow Green Blue Violet and Indigo
L-I,My understanding of natural and artificial light is that living things make there own light like fireflies squids bacteria and fungi 70 present of the worlds deep sea fish make their own light 
L-I,Lasers can burn through the hardest substance like diamonds the hardest things on earth Laser can burn thousands of holes in 1 day 
L-I,The law of reflection is that if you shine light at a 90 degree angle it will be reflected as a 90 degree angle the light ray that egos to the flat mirror is called the incident ray and the ray that bounces off is called reflected ray 
L-I,its used in things like flashlights if we didn't use concave mirrors in flashlights it would be like a candle 
L-I,Convex lens with light rays will concentrate light making a focus point that is the most concentrated and after that it starts to get less concentrated 
L-I,I also learned that light can not go through an opaque object because it isn't transparent 
L-I,Another one of the things I learned was that in ancient times people used sundials to tell the time They could tell that the higher the sun was in the sky the shorter the shadow 
L-I,When light hits a double convex lens it travels together and hits and the light is concentrated at the focal point 
L-I,Lasers are very bright and they can burn through anything in the world It can burn through steel and chrome and cloth and iron and metal and everything 
L-I,When white light goes through a prism it will make a rainbow All the colors that come out of the prism will be rainbow colors
L-I,Chemiluminescence turns chemical energy into light I used to have glowing stars and a moon on the top of my closet so that is an example of chemiluminescence 
L-I,Making a rainbow with rain is when its raining lightly and the sun is out An example is when you turn on a sprinkler and the sun is shining 
L-I,when light hits a flat mirror the angle of incidence equals the angle of reflection When an incident ray hits a 40 degree angle it will come out a 40 degree angle 
L-I,A translucent object is not see through That means that you cant look through it But a little light can come through A translucent object can be a pace of paper and an mica computer 
L-I,A concave mirror has a sort of cave shape We have mirrors that are flat the mirror that I am talking about is that mirror but pushed in This mirror looks like a bowl When you look into it you see a long shape of yourself 
L-I,a convex mirror is the very opposite This mirror is pushed out This mirror looks like a belly As we gr 4 call it a belly mirror when you look into one of these mirrors you see yourself up side down 
L-I,concave lens heal near sided people see far sided The light rays goad through the eyes and connect at the back of the head 
L-I,lasers are very bright and very strong They can go through anything If you put a red balloon inside a a white balloon and shine a laxer on it the balloon will pop 
L-I,a shadow wilel appear when you are facing north Your shadow wilel be in front of you If you are facing south your shadow wilel be behind you And if you are facing east your shadow wile be on your right and if you are facing west your shadow is on your left 
L-I,To make white light is to shine blue light red light and green light Shine all of the colors in the same spot Then you will see white light Here is a picture to make it more simple 
L-I,Light can be diffused when light is shone and hits a bumpy mirror and reflects and the light spreads out like a concave lens  whits is called diffused reflection 
L-I,To make a rainbow withs prism is simple  Just get a prism and go outside Then hold the prism in the air and you'll see a rainbow But sometimes you can not see all the colors
L-I,Co lours of light You can make white light by mixing red green and blue  primary colors of light light together 
L-I,The secondary colors of paint are orange  green and violet and they are the colors that the primary colors make when they mix each other 
L-I,There are three rinds of eye cones in your eyes They are red green and blue They are sensitive to objects that are either yellow red green blue cyan or magenta 
L-I,The gilt rays from a convex lens go inwards into a point That point is the meeting place of the light 
L-I,Your eyes can adjust to darkness after a few minutes in pitch blackness In a movie theater the movie has light on the screen but it isn't very bright But at least you can see the outlines of the people that you are sitting between 
L-I,The angle incidents equals the angle of reflection 
L-I,A defuse reflection happens when light hits a bumpy mirror 
L-I,When two different colored lights hit an nontransparent object it makes two different colored shadows one that is on one side of the nontransparent object and one that is one the other lets say that the two different colored lights where red and green and you shined those lights on each side of an nontransparent objects ball One shadow will be green and the other will be red but on either side of the nontransparent object 
L-I,There are many theories about light there is the straight line theory that is when light travels in straight lines only There is also a theory that is called ripple waves that is when you tutu still water and it makes ripple waves the man that discoverer ripple waves was Christian Huygens The other theory is the combo theory that is when the waves are in the straight lines And there is the cancel out theory and that is where the straight lines cancel the waves 
L-I,You have three eye cones in your eyes one is red and one is green and one is blue They are all sensitive to there own colors 
L-I,The next view is the Co lours of Light view with rainbows A rainbow is created when white light hits though a prism and makes a rainbow You can also diffuse a rainbow by letting the light make a rainbow and put another prism beside and it and it creates white light again
L-I,when light hit a concave mirror the light rays go everywhere but when light rays hit a convex mirror they act normally 
L-I,You have three eye cones a blue cone a red cone and a green cone The red cone is sensitive to red light the green cone is sensitive to the green light and the blue cone is sensitive to blue light 
L-I,We have 3 different eye cones The 3 eye cones are 3 different colors those colors are red green and blue 
L-I,A concave mirror looks like a bowl When light hits a concave mirror it bounces of like in the picture below 
L-I,There is some thing called the law of reflection The law of reflection on a flat mirror is when the light bounces of the mirror at the same angle it came on to the mirror 
L-I,A diffused reflection happens on a bumpy mirror Its when all the light goes in lots of directions 
L-I,Objects that give off their own light are called luminous objects Light sources don't have to be natural to be luminous The sun is luminous as well 
L-I,Thermoluminescence is different souses that glow by friction and can create blue sparks One of these sources is wintergreen Life Savers If you are chewing one turn the lights of  Look in a mirror while chewing Look in your mouth and you will see the candy brakes up in to blueish green sparks 
L-I,Cones are things that respond to colored light There are three kinds of light that cones respond to Red blue and green 
L-I,Light is the colors of the rainbow compressed to make white light A prism splits up light into separate colorsred orange yellow green blue indigo violet 
L-I,There are different names for the colors of light Those names are the primary colors of light and the secondary colors of light There not just named orally The primary colors are the first colors that make up the secondary colors 
L-I,The primary colors are red blue and green The same colors as your eye cones 
L-I,A convex mirror is shaped like a belly and a concave mirror is shaped like a cave 
L-I,A concave mirror concentrates the light and a convex mirror does the opposite 
L-I,A convex mirror since it spreads the light out lets you see more of the stuff behind you A concave mirror since it concentrates light lets you see close up Concave mirrors are used by doctors to see up close 
L-I,They also have something called the law of reflection The law of reflection is the angle of incidence equals the angle of reflection To clarify that if light hits a flat mirror at say a 75 degree angle it is going to come off the mirror at a 75 degree angle 
L-I,You can add another lens to one of those lenses also A double concave lens would spread out the light and a double convex would concentrate the light 
L-I,There are two kinds of light Natural and artificial Natural light is light from a natural light source and artificial light is something that is made from a artificial light source like light bulbs 
L-I,But first natural light There are two sections that I am going to write about First photoluminescence Photoluminescence is made from a living thing Like electric sale They make their own light Therefore electric sale are electroluminescent So are glow worms squids fireflies and even bacteria and fungi 
L-I,The second thing is fluorescence That is made with friction Like when two stones rub together They make fire whits is heat and light That is fluorescence 
L-I,News flash If you put a red balloon inside a white balloon and shine a laser at it the laser will pop the red balloon but the white balloon will be unharmed 
L-I,And umbra is made when you shine a light source over an object that is bigger than the light source That makes a big shadow that is pretty darker 
L-I,A penumbra is when you shine a light source on something that is smaller than the light source That makes a little umbra and a penumbra which is lighter 
L-I,Eye cones are things that are in your eyes and they see every thing is upside down The image goes threw the eye cone and to the brain and the brain turns it rightsize 
L-I,fl you want to make a rainbow you put a prism down and you shine a flashlight at it All the colors will come out the other side
L-I,An umbra is a dark shadow and a penumbra is a light shadow for instance if a light is really dim you will have a penumbra if the light is sting its an umbra 
L-I,We did an ensnarement with different colored projector lenses and an opaque ball handing from the sling and we saw shadows First we saw 1 shadow when we terned on 1 light there was a dark shadow when we turned on 2 lights there were 2 light shadows and uprise surprise when we toned on all the lights there were 3 light shadows 
L-I,Shadows on the earth are not completely black but the shadows on the moon they are 
L-I,The rainbow is made up of colored light The colors of the rainbow are red orange yellow green blue indigo and violet 
L-I,There are three eye cones in our eyes and the colors are red green and blue 
L-I,A concave object is is pushed back and if you look into a concave mirror you see yourself upside and 
L-I,a convex object is pushed out and if you look into a convex mirror you see yourself right side up but you are very large 
L-I,When colored light is shined at a opaque object the shadow is black like a normal shadow but when you shine two colored lights there are two shadow and the colors are the colors of the light 
L-I,Sundials are a form of telling time You can tell the time by the position of the shadow 
L-I,Shadows also are used to tell directions like north and south you also look at the shadow and that will tell you the direction you are walking in 
L-I,A concave mirror is a mirror that goes in and when light is shewn on it the light gets focused 
L-I,A convex mirror is a mirror that goes out and when you shine light on it the light bounces off straight looking 
L-I,All of the secondary colors mixed together equals white light 
L-I,A transparent object is clear and lets 100 light pass through 
L-I,A translucent object is clear swell but only lets 50 go through 
L-I,An opaque object lets 0 through 
L-I,The law of reflection on a flat mirror is The angle of incidence equals the angle of reflection 
L-I,The secondary colors are yellow cyan and magenta yellow indigo and purple 
L-I,Red and blue make magenta 
L-I,Blue and green make cyan and 
L-I,green and red make yellow 
L-I,All three primary colors make white 
L-I,Light and materials The most useful materials to use in experiments about light are lenses and mirrors But first mirrors There are two kinds of mirrors There names are concave and convex 
L-I,You cant forget flat mirrors There sort of in the middle Flat mirrors are pretty important to 
L-I,That law only works for smooth mirrors though 
L-I,On bumpy mirrors the reflected ray would go in all directions That is a called a diffused reflection 
L-I,Now lenses There are two kinds of lenses Concave and convex Just like the mirrors they do the same things 
L-I,Lenses are transparent 
L-I,There are two other forms that Translucent and opaque 
L-I,A transparent object means see through 
L-I,a translucent object colors the light and 
L-I,an opaque object means that it stops the light completely 
L-I,Now  artificial light First chemiluminescence Chemiluminescence is when chemicals react to make light 
L-I,Then there are lasers Lasers are extremely bright and very strong They can go through anything 
L-I,There are two different ways you can play with shadows One is an umbra and the other is a penumbra 
L-I,Those are the small the things to do with shadows but there are much bigger things Those things are eclipses There are two eclipses that we know of Solar and lunar 
L-I,3 Is it true that we cant see without light Of course not 
L-I,The colors of light I think are in the rainbow winch are redOrangeYellowGreenBlueIndigoand Violet 
L-I,The primary colors of light are red green and blue 
L-I,the primary colors of pigment paint are Bluebeard yellow 
L-I,There are 2 rinds of light natural and artificial The kind of light that is in your home is artificial if all the windows are covers 
L-I,Photoluminescence is light made by animals such as fireflies and the tiny fish that live at the bottom of the sea winch my mom loves 
L-I,The aurora Borealis is very bucketful it is light that hits the sky probably threw water that is why it looks waive 
L-I,fl you want to make white light you mix red blue and green together and you have white light 
L-I,A lunar eclipse is when the earth is in front of the moon 
L-I,a solar eclipse is when the moon goes in front of the earth 
L-I,A concave mirror is a mirror that is bent in 
L-I,A convex mirror is a mirror that is bent out 
L-I,Photoluminescence is made by animals whose habits don't have much light 
L-I,Misalliance is made by semicircles 
L-I,Transparent objects are objects that you see threw 
L-I,translucent is when only some light can shine threw 
L-I,concave mirrors reflect light out and convex mirrors footrace the light 
L-I,the law of reflection on a flat mirror is the light goes onto the mirror and bounces in the isopleth direction 
L-I,the law of diffuse refection is the light goes to the mirror and bounces in the same detection 
L-I,concave lenses and light rays help near sited people see far sited and 
L-I,convex mirrors help far sited people see near sited 
L-I,solar powered things are made with solar panels 
L-I,lasers are a toolbox they melt mettle 
L-I,An penumbra is a shadow shining around the shadow 
L-I,An umbra is a dark shadow that comes from a small light 
L-I,An opaque is an nontransparent thing 
L-I,Chemiluminescence is produced by a chemical reaction 
L-I,Luminescence is made by living things 
L-I,Lasers are very bright and intense and can burn through anything 
L-I,Things that glow have florescences 
L-I,Co lours of light The primary colors of light are red blue and green 
L-I,And the secondary colors of light are yellow magenta and cyan 
L-I,Black light is made up of all the colors 
L-I,and white light reflects everything 
L-I,If you look at something that is blue all the colors are absorbed except blue and that is for every other color 
L-I,Light and materials A transparent object is a see through 
L-I,a translucent object is see through but a little burier 
L-I,An opaque object is not see through 
L-I,The law of reflection is if light hit s a mirror on a 90 degree angle and it goes back ons 90 degree angle 
L-I,Diffuse reflection is if you crumple tin foil the light goes all over the place 
L-I,A convex lens concentrates the light 
L-I,a concave lens spreads the light out 
L-I,the primary colors of light are red green and blue 
L-I,The secondary colors of light are Yellow magenta and cyan 
L-I,White light is made from the primary colors mixed 
L-I,If you shine light on a prism it makes a rainbow
L-I,Eye cones are cones in your eyes that help you see colors 
L-I,Northern lights are colored lights 
L-I,Transparent objects are objects that can not be seen through and are opaque 
L-I,Translucent objects are objects are you can see through but not perfectly 
L-I,An opaque object is a object that is sold and cannot be seen through 
L-I,The law of reflection is the angle of incidence equals the angle of reflection 
L-I,If you shine a light source on a crinkly piece of tinfoil the reflection goes every where and is called a diffuse reflection 
L-I,A concave lens goes in 
L-I,and a convex lens goes out 
L-I,Solar panels are panels used with light 
L-I,Photoluminescence is a animal that makes its own light 
L-I,Chemiluminescence is chemical made light 
L-I,fluorescence is things that glow like a glow sticks from a party 
L-I,Lasers are a really strong form of light 
L-I,"if worms have eyes my  theory is that they don't because 1 if they did the soil would get into their eyes unless their eyes had see through membranes on them to stop that but that would be to complex for worms
The second reason is that worms are too primitive to have  eyes
Thats why I think that they have a special sense that tells the worms if its light or dark through the heat when its light outside they feel heat and when its dark its cold
  "
L-I,worms don't have eyes because they have photo receptors we have those in our spectrophotometers sense the light so the worms can move The light patterns show the worms where to go Heat is in the light and the photo receptors also help them to sense heat 
L-I,is when you put litter in the compost bin you are littering because things in the compost get put in the soil so if you put your candy wrapper that came from the house down the street last Halloween the wrapper will get put in the soil and there it will stay you probably do not care cause your probably enjoying the candy cause compost is banana peels or apple cores that have the left over nutrients in it that go in the soil also they do not hire people to sort through the compost so maybe you should read the sign that goes over the bin saying  COMPOST recycling AND LITTER and after you eat an apple core it can be used in a different way   
L-I,is that rocks get chopped up by feet and other rocks which are rolled over to the other rocks  over time they are chopped into smaller pieces of rock And that repeats until they are tiny pieces Then it rains which makes it nice and moist Then the sun dries it up a little bit You do not want it too dry Then it needs a little air Worms fertilize it And now we have soil soil does not come from any particular place 
L-I,is that soil is made out of rocks that get turned into sand then you maybe take a little bit of grounded up wood You take a little water then a little sunshine and there is your soil   
L-I,is because we have a sense of up and down worms have a sense of light and dark Like when we have been in the dark for a long time when you come out even when your eyes are closed you can still feel the light 
L-I,is that it is rolled over and crushed rock and it needs compost to stay healthy because the compost dissolves and its nutrients does not so it goes in the soil 
L-I,"is that worms have a six sense which is electro
charge sensory This specific sense is the same one that Platypus use to catch its food The way this sense works is every single object on earth has electro charges bouncing off it so when the worm comes it feels the charges so it does not bump into it Since there are so many roots underground this sense comes in handy under there Only certain animals have a six sense like Platypus Worms and many more animals have a six sense  "
L-I,is that Algae isn't exactly Fungi because Algae is a under water Aqua plant And Fungi is known not to be a plant but to be something completely different It has its own kingdom In fact Fungi id closer to a animal then a plant I think that Algae is NOT connected to fungi but is connected to plants my theory is that there are different kinds of under water Fungi and maybe Algae is connected to THAT type of Fungi truly E 
L-I,is that fungus feeds the trees that DO Give us air and in that way it helps us have oxygen and air And that relates to how we breath out Carbondale and the trees need that to make air for us and  we keep the trees doing that process and the routine that helps us live So thats like we are trees to them because we give them their air and they give us our air by their air that we give them 
L-I,I do not think so because Ive touch a tree that has fungus on it it did not come on to me 
L-I,fungus etch dead thing not grow on them
L-I,fungi and fungus is piratically the same thing   because fungi etch what eve its on sow does fungus but mi us geeing
L-I,I think so to I ha seen mold on blue sees 
L-I,is that fungus mushrooms give trees minerals and the tree gives the fungi mushrooms sugar 
L-I, I think that it takes a week or more for fungi to spread I think that fungi spreads to eat and to get energy
L-I, I think that fungus is basically mold because they look the same  there both the same ripe
L-I,I think fungus is a related to mold  like there in the same family there in a family
L-I, I disagree fungi is related to mold they look the same and there in the same family
L-I,how does fungi help the planet I think it helps the trees grow
L-I,"Comets, trans-Neptunian objects, or water-rich meteoroids callled protoplanetsfrom the outer reaches of the asteroid belt colliding with Earthmay have brought water to the world's oceans."
L-I,I think what would happen is it could/would dmage your teeth and youcould get diabetes like Erica said. You may not be able to survive. It may be like drinking saltwater instead of regular water. You can't survive if you just drink saltwater.
L-I,Africa's water dries up more quickly because they are closer to the equator.
L-I,[ - is there might have been nutrients on the bery so that must be why- ]
L-I,Inoticed that after the leaves change color the enregy is no longer getting produced so that could be a reason they fall off.
L-I,It might be because they don't have the resources.
L-I,"I think it's because there is not a lot of bodies of water,and they have a lot of 3rd world countries that can not afford wells."
L-I,I have a new theroy about how ants build their houses. I think they could possibaly push sand/mud/dirt to were they want the anthills.
L-I,[ - is that I usually see moss on the dark areas of trees. So I am thinking it forms on dark areas. I also think it forms when its dewy and wet.- ]
L-I,I noticed that maybe only some trees have moss growing to the north maybe like a compass moss will grow to the north because there is something there what is that something
L-I,[ - is that they are poisonis because they eat stuff that makes them poison is- ]
L-I,[ - is that a bird or animal flys over and drops it into the courtyard and then lays eggs that make more spider which make more and more and more until they go exsticked or the eco system dies.- ]
L-I,"Some flowers are very sweet-smelling, and they originally grew thorns to protect themselves from animals that may try to eat them. So my theory is that they they may have been for protection, like you said."
L-I,"there are diffrent types of moss such asiron moss wich will only grow on thigs with heavy amounts of iron on it[ - is that the moss only sticks to certain things- ]your friend Sienna (:"
L-I,"I learned tha there are over 12,000 types of ants. Also they are soical insects witch mean they move in larage groups."
L-I,"no, because metal is not madde out of anything living."
L-I,"Serena:an egg is clear then it turns white when it is older then the baby is clear and gets its coloRS when it's olderCamryn a baby is clear till it gets older than they turn a dark brown"
L-I,[ - is I know that moss has very tiny thin roots I think because when i pick up moss I can't even see the roots of the moss- ]
L-I,[ - if you need any ideas dont water the ants. Ants could die if waters hits ants. build just a few ant hills. Because thousands of ants live in one ant hill
L-I,if an ant eats the right kind of food it can become a queen ant!
L-I,[ - All ants have different jobs.As they grow they get darker.Ants go faster since they have tiny legs.there can be a thousands of ants in a anthill. If a ant get feed the right things they can be a queen.- ]
L-I,"[ - is that an Anthill is prepared by worker ants that are strong. (Like not ants that are just born)- ][ - Is that the Queen ant could get a part of a different colony who the queen says in Ant Language could say ""Build me an Anthill!""]"
L-I,[ - is that they go down deep so preditors will not eat them- ]
L-I,"Maybe The Ant That Eats the right food will not be the king because it dosen't lay babies.But it can lead the other ants to find another group with a queen!"
L-I,"[ - is over time, I think that the stem of the apple gets weaker and weaker, and sometimes the wind might blow the apple off the tree and probably some animals nock them off too.- ]"
L-I,flamingos are born gray but they eat a type of plant and a type of mineral in the plant turns the flamigo pink. it should be the same with ants
L-I,"If baby ants eat the right food they can turn into the queen."
L-I,[ - You can tell how old a tree is if you cut it open a bit you see circles 1 circle for every year- ]
L-I,another reason why living things need energy is because if you don‚t eat you can starve and cannot live
L-I,Apples fall because of gravity. The apple falls when it gets ripe. Once it is ripe it gets weak around the stem and the gravity pulls it down to the ground
L-I,In the daytime the hot air comes from the river and than it goes up in the air and than the cold air replaces it. In the courtyard when its about to be winter the nights are cold but in the summer the nights are worm by the ways the air cycle in the daytie is the opposite of the air cycle in the nightime.
L-I,"Toads can burrow if there is a predotor or a emergency, maybe thats where toads go when its winter, under ground."
L-I,"[ - Is if a venomous or poisonous animal eats another venomous or poisonous animal, some will survive, and some will maybe die. some animals eat venomous or poisonous animal as a food sourse, but maybe another animal can't survive it.- ]"
L-I,"[ - Peat is formed by decaying moss and plants. This is important because peat is a fuel. It can be used for fertilizer, burn for fuel, and eventually, it becomes coal.- ]"
L-I,"[ - is that jaguars don't really eat chimpanzees, and that people from africa don't kill and eat jaguars... but I think that chimpanzees might eat ants. Good work overall.- ]"
L-I,noah another term is apex prdetor Wich means top of the food web
L-I,"[ - I learned is that abiotic means decomposition by a chemical process, and that biotic means decomposition of living orgonisms.- ]"
L-I,some countries don't have the water they need because the dont have the equipment to filter and distribute it to more people.
L-I,some countries also don't have much water because of a drout or of a water shortage from a war or hot weather.
L-I,They should filter the water if its dirty so it's healthy or add pipes around so it's not as hard to get water
L-I,"I know that the earth will always have about the same amount of water, But we can make water dirty so we can't use it again until we purify it. In Africa one of the main water sources is lake chad, but it has been shrinking. here is a link to a picture of lake chads water supply.https://docs.google.com/document/d/1_kg6WlPN_ueP2yRuoBxnZLFXPB07KR4BgQ4Fs8icgcU/edit (Link->https://docs.google.com/document/d/1_kg6WlPN_ueP2yRuoBxnZLFXPB07KR4BgQ4Fs8icgcU/edit)"
L-I,"If we put 2/3 hydrogen and 1/3 oxygen in a container, then we might turn out with water. If we can get a big chunk of a glacier, then we can melt it and give more water to countries in need."
L-I,"Water scarcity has been happening in the book "" long walk to water"", because in 2008 Nyla has to walk the whole morning to get water."
L-I,"One way to get fresh water is to melt glaciers into water. I know this because if you melt snow or ice, it becomes water."
L-I,"[ - I know that people need clean water in order to stay nice and healthy. Otherwise, if people drink dirty water, people is going to be sick or pass away.- ]"
L-I,"The fruit would need water,I think it would have water in it,and if it has added sugar or sweetner that would need water to,so I don't think so. Plus water is better for you."
L-I,No because water does not carry sugar. Juice carry's a ton of sugar and its not that healthy.
L-I,The reason why we need water is because we wont be able to servive. Water is more important than food because food just helps your stomach. Water keeps you alive and water keeps all the animals and plants alive too.
L-I,"Water is much more healthier than soda. I know this because soda has a lot of sugar in it, But water doesn't have sugar."
L-I,Many people cannot get to water because of water scarcity. I think water scarcity is when people can't get water. I think that also most people don't know how to get water because they don't have the proper education. Like how Nya didn't know how to get water from under the ground because she did not know.
L-I,[ - is that there is oil on the poison ivy that makes you ich and there is alot of diffrent ways it can get in any were at any time at any place .- ]
L-I,[ -Moss does not only grow on the north side of trees. Moss grows on the north side of trees if the tree lives in the northern hemisphere. the reason for this because the sun hits the north side of trees so water evaporates. So moss grows. if the tree lives in the southern hemisphere. it grows on the south side. - ]
L-I,the female moquitos spit on your skin to num up your skin were it smells/looks sweeet and suger filled and then they put their sharp nose in your skin and find a blood vesel and suck out your blood.
L-I,[ - I think ant hills are living because the are in are ecosystem and they are ecsposed to air to live- ]
L-I,[ - Is that air works to clean up are ecostyem by blowing dead leaves away or to barry it - ]
L-I,"[ - is if you crush a seed and give it water, soil and sun it will grow- ]"
L-I,Maybe small animals like ants for a nest or a birdwhen the moss is on the tree the bird might use it for it's nest.
L-I,[ - is that the moss might have got stuck on the brick somehow and there might have some water on it that might keep it sticking if you look in google how it gets stuck on the brick and gets nutrients from it might help - ]
L-I,"Most likely, it would not grow. Just because that the roots are what START the process for the tree to grow.[ - mostly, is that the tree will not grow anymore, but will still live... Unless you cut it or it falls.- ]"
L-I,[ - is that maybe the berries are a source of food to the stink bugs and that's why they were all over the berries.- ]
L-I,My theroy is that white soil interacts with the plants the same as brown/regular does because I have observed NO CHANGE between either white soil or regular/brown soil. My hypothisis is that they are just diffrent colors and I do not think that that change makes a diffrence of how they grow.
L-I,"what evidence do we have to prove why we need air and why fish don't.Fish might have some kind part in their body to help them survive in water with no air.It might be the gills or maybe their heart has some kind of organ that gives them air"
L-I,"My theory is you can feel the sun on you even if it_ far away because the rays give off a whole lot of energy, the sun reflects on a cloud and a cloud shoots to the ground like a mirror"
L-I,"Again I didnt say that humans should start making water. and ocean water has salt in it if we drink too much humans will die. thats what some people are trying to figure out, how to get salt out of the salt water. but your obviously not listening.(I know google dosnt know everything I said find a website)"
L-I,"1.usually trees i see outside are like picture one.iwent outside and saw different tree that looked like picture two2.old trees have different barks may be because when they get old they have wrikles like old people's skin. young trees have no wrinkles like young people."
L-I,[ - my theory is that ants find the hills and just put hole and the top the dont build the hills- ]
L-I,[ - it is probably damp there to because it is dark and that stops the sun from drying it so maybe it grows in dark and damp places - ]
L-I,"i predict that the moss on the ground will keep growing if it gets water and sun or else it will die .[ - is that the cold weather and the rain will keep it alive . Or the rain will sit there and the cold will freeze it- ]"
L-I,The freezing and cold tempretures will kill the moss. and the rain will help it grow.
L-I,I can add on to that because when weather puts the pressure on the matter it can make it transfer into a different shape or fall apart like if there was a Tsunami the waves are so strong that they can make houses and buildings fall apart and it can squish cars and make them flat or put them into a different shape or like when you pour water into a cup it takes the form of the cup.
L-I,"I also think that the moss grows to the north, because the north is colder and moss usually grows in cool and wet conditions."
L-I,"I was wondering in the winter when tree leafs change color and fall I was wondering if poison ivy did that too.Because poison ivy is A leaf as well but maybe the poison in the poison ivy makes it stay alive in the winter but I'm not so sure"
L-I,In Photosynethesis the plant will use energy from the sunlight to convert carbon dioxide from the atmosphere into simple sugars. A plant needs water and sunlight for food.
L-I,[ - of why the stinkbugs are not moving when they are on the berries is maybe they want it as their source of food and the stinkbugs don't want the other stinkbugs getting over the berries. Also maybe since it's getting colder the stinkbugs want to get as much food as they can because it will be a lot colder and the stinkbugs will lose their sources of food.- ]
L-I,Some caterpillars like monarchs eat milkweed leaves so that they can scare there predators off and so they dont get eaten
L-I,the bettle has a brown side for camiflouge and the green side is for that if camiflouge fails it can turn around to show the brigh green side to try to scare away the preadator
L-I,"I think that the weather is making the apples fall down beacause the wind is putting preser on the apple.[ - is that when the apples fall down they rot because they don't get the nuterents they need- ][ - that the applesare like people if the don't get there nutrents they get sick.- ]"
L-I,"I Can Add On To That Beacuse When The Weather Is Putting The Pressure On To The Apple And Making It Fall Off The Tree Its Like When Someone Were To Push You Off The Edge Of A Pool, The Pressure Of The Person Pushing You Is Putting Impact On Your Boby And Therefore Making You Fall Into The Pool. Also I Agree With You Saying That If A Person Were Sick Its Like An Apple Slowly Rotting Because It Dosn't Have The Nutrients To Grow Off Of."
L-I,first apple trees need sun light to grow and the rain then it keeps growing and growing untill it becomes a big apple tree with tasty apples on it
L-I,when they fall of the tree than they cant grow any more like a human when a human eats and than grows and you grow till you cant grow any more than advetually die so thats the same with apples
L-I,"The apple rots because the enrgery from the tree put it into the apple when it was on the tree and when said apple fell off of the tree,it didn't get any more ""food"" from the tree so it will rot and die then posibly get eaten."
L-I,When the apple falls from the tree it gets a bruise then the decomposers build o to the bruise and takes the energy from the apple then the apple rots
L-I,it interacts with humans because if it is contagous than it can spred around if you tuch it.
L-I,I think once the ivy interacts with the skin it will infect the outside layer of skin and the Interaction will cause an infection from bolth the ivy and the skin and that will create the rash. :)
L-I,"[ - Is i think if you wanna see if it is a living. It has to grow somthing and need water to live..- ][ -A non living thing does not need water to survive.- ]"
L-I,"[ - If animals live in our school cuortyard and i think animals do live in the court yard because there are alot of holes in one of the trees- ][ - if animals live in the courtyard- ]"
L-I,in other cases there would be making it moss because i just realized that moss cant grow seeds but plants can
L-I,They make it so bees can live in them!
L-I,"All moss needs to haveSPORES to live causethat is how water and air gets into the Mossor the plant"
L-I,[ - is that spiders can climb up walls because they shoot a spider web up and climb it and the web is sticky-]
L-I,[ - is that they still could live because they would still have a lot of their legs and most likely 2 legs would not through them of ballance- ]
L-I,[ - is the spider might still live for ages because a spider needs equal legs- ]
L-I,[ - is that it will still live but it cant do thing as fast it will walk way slower and it may die because it cant get to food on time.- ]
L-I,"I agree with you, because trees and plants can not live with out chlorophyll."
L-I,"<blockquote>I learned that the food chain is what connects animals.[ - is that the food chain is in regions because pandas are only in Asia so something in antarica can't eat it.[ - I have is that somehing in both places can connect them. Mabey something that live in one place gets eaten by something tat lives there and in another place and that animal gets eaten by anther animal.- ]- ]</blockquote>"
L-I,"[ - Seeds are living matter.Because Seeds in apples are like unborn children they dont grow but when they get the right treatment they grow into a huge apple tree.- ]"
L-I,Moss will grow better in damper places because it takes in all the water in the air.
L-I,"Poison in poison ivy, poison oak, and poison sumac is called urushiol and it is used to protect the plant. NEVER burn the plant, because if the urushiol gets in the air and you breathe it in, it will most likely kill you."
L-I,They give plants energy and animals eat that plant so they get energy and so on.
L-I,[ - Moss grows on the north side of trees because water evaporates on the north side of the tree.In the southern hemisphere water evaporates on the south side of trees.- ]
L-I,energy can come from the sun and fossil fules and the suns energy is the main source of life like the plants convert it into food for them. and then an anamail comes along and eats the plant and absobs the energy.
